2019-11-23 00:12:03.422830
 + Exec time : 18.980811595916748
 + number of files : 10
    tf            idf
acts: 0.003802      2.302585
whatever: 0.003802      2.302585
child: 0.003802      2.302585
load: 0.003802      2.302585
a: 0.288973      0.000000
building: 0.019011      0.916291
learning: 0.087452      0.356675
allows: 0.011407      1.203973
This: 0.011407      1.203973
one: 0.011407      1.203973
tools: 0.019011      0.916291
data: 0.064639      0.510826
accelerate: 0.003802      2.302585
real-world,: 0.003802      2.302585
believe: 0.007605      1.609438
learn.: 0.003802      2.302585
Though: 0.003802      2.302585
acquisition: 0.003802      2.302585
skills.: 0.003802      2.302585
two: 0.011407      1.203973
programming: 0.003802      2.302585
classes,: 0.003802      2.302585
covering: 0.007605      2.302585
smaller-scope: 0.003802      2.302585
examples: 0.007605      1.609438
processing: 0.003802      2.302585
PyTorch,: 0.003802      2.302585
hosted: 0.003802      2.302585
tasks—such: 0.003802      2.302585
illustrative: 0.003802      2.302585
do: 0.003802      2.302585
specific: 0.007605      1.609438
over: 0.015209      0.916291
reasonable: 0.003802      2.302585
have: 0.011407      1.203973
expression.: 0.007605      1.609438
those: 0.019011      0.916291
input: 0.007605      1.609438
Feature: 0.003802      2.302585
aims: 0.003802      2.302585
same: 0.015209      1.203973
set: 0.003802      2.302585
directions.: 0.003802      2.302585
finding: 0.003802      2.302585
what: 0.011407      1.203973
entity: 0.003802      2.302585
squaring: 0.003802      2.302585
root: 0.003802      2.302585
specificity: 0.003802      2.302585
implemented: 0.003802      2.302585
regarding: 0.003802      2.302585
won’t: 0.003802      2.302585
groundwork: 0.003802      2.302585
strung: 0.003802      2.302585
row: 0.003802      2.302585
1.2:: 0.003802      2.302585
o: 0.003802      2.302585
following: 0.003802      2.302585
facts: 0.003802      2.302585
w: 0.003802      2.302585
matches: 0.003802      2.302585
hand.: 0.003802      2.302585
Then: 0.003802      2.302585
case,: 0.003802      2.302585
w,: 0.003802      2.302585
multiplies: 0.003802      2.302585
(fourth: 0.003802      2.302585
shown: 0.007605      1.609438
fifth: 0.003802      2.302585
kind: 0.003802      2.302585
execution.: 0.003802      2.302585
Graph: 0.003802      2.302585
sports: 0.003802      2.302585
engine: 0.003802      2.302585
calculation: 0.003802      2.302585
notion: 0.003802      2.302585
behind-thescenes: 0.003802      2.302585
Note: 0.003802      2.302585
mean: 0.003802      2.302585
outputs: 0.003802      2.302585
converging: 0.003802      2.302585
gained: 0.007605      2.302585
precompiled: 0.003802      2.302585
language,: 0.003802      2.302585
Although: 0.003802      2.302585
proliferation: 0.003802      2.302585
premiere: 0.003802      2.302585
Lasagne: 0.003802      2.302585
Lua-based: 0.003802      2.302585
ecosystem.: 0.007605      1.609438
roughly: 0.003802      2.302585
hinted: 0.003802      2.302585
parallelism: 0.003802      2.302585
capability: 0.007605      2.302585
term: 0.003802      2.302585
across: 0.003802      2.302585
Fully: 0.003802      2.302585
center: 0.003802      2.302585
handling: 0.003802      2.302585
custom: 0.003802      2.302585
format: 0.003802      2.302585
background: 0.003802      2.302585
PyTorch?: 0.007605      1.609438
PyTorch: 0.129278      0.105361
projects.: 0.007605      1.609438
It: 0.011407      1.203973
community,: 0.003802      2.302585
present),: 0.003802      2.302585
packages: 0.003802      2.302585
distributed: 0.003802      2.302585
worker: 0.003802      2.302585
functions.: 0.003802      2.302585
both: 0.011407      1.203973
practical: 0.007605      2.302585
like: 0.011407      1.203973
scientists,: 0.003802      2.302585
from: 0.045627      0.356675
come.: 0.003802      2.302585
experience: 0.003802      2.302585
types,: 0.003802      2.302585
space.: 0.003802      2.302585
3D: 0.003802      2.302585
enough: 0.003802      2.302585
can: 0.053232      0.693147
problem: 0.003802      2.302585
training: 0.030418      0.916291
section,: 0.007605      1.609438
reasons: 0.003802      2.302585
extend,: 0.003802      2.302585
domain): 0.003802      2.302585
caveats: 0.003802      2.302585
feels: 0.007605      2.302585
familiar: 0.007605      2.302585
For: 0.007605      1.609438
pass: 0.003802      2.302585
forward: 0.003802      2.302585
The: 0.076046      0.223144
unobtrusive;: 0.003802      2.302585
revolution: 0.003802      2.302585
tools.: 0.003802      2.302585
Until: 0.003802      2.302585
come: 0.007605      2.302585
fed: 0.003802      2.302585
filters: 0.007605      2.302585
edges: 0.003802      2.302585
edge: 0.003802      2.302585
learning,: 0.003802      2.302585
data,: 0.015209      1.609438
place: 0.007605      1.609438
examples,: 0.003802      2.302585
discovers: 0.003802      2.302585
handcrafted!: 0.003802      2.302585
taking: 0.003802      2.302585
difficult,: 0.003802      2.302585
wrong: 0.003802      2.302585
well: 0.003802      2.302585
Next,: 0.007605      1.609438
relationships: 0.007605      2.302585
fundamental: 0.003802      2.302585
needed.: 0.003802      2.302585
each: 0.007605      2.302585
evaluated: 0.007605      1.609438
corresponding: 0.003802      2.302585
1.0.: 0.003802      2.302585
contrast,: 0.003802      2.302585
still: 0.003802      2.302585
backward,: 0.003802      2.302585
conditions: 0.007605      2.302585
itself—a: 0.003802      2.302585
API,: 0.007605      1.609438
seems: 0.003802      2.302585
January: 0.003802      2.302585
marked: 0.003802      2.302585
libraries,: 0.003802      2.302585
Keras: 0.007605      2.302585
Caffe,: 0.003802      2.302585
Torch: 0.003802      2.302585
formalize: 0.003802      2.302585
NVIDIA: 0.007605      2.302585
reliable: 0.003802      2.302585
models,: 0.003802      2.302585
viable: 0.003802      2.302585
tensors: 0.019011      2.302585
provided: 0.007605      2.302585
doing: 0.003802      2.302585
require: 0.003802      2.302585
connected: 0.003802      2.302585
activation: 0.003802      2.302585
loss: 0.003802      2.302585
project,: 0.003802      2.302585
deployment: 0.003802      2.302585
things: 0.003802      2.302585
optimizer: 0.003802      2.302585
classes: 0.003802      2.302585
bridge: 0.003802      2.302585
ready: 0.003802      2.302585
that: 0.152091      0.000000
deep: 0.083650      0.356675
and: 0.269962      0.000000
found: 0.011407      1.609438
arrays.: 0.003802      2.302585
design: 0.003802      2.302585
train: 0.015209      1.203973
mathematical: 0.015209      0.916291
common: 0.007605      1.609438
tool: 0.003802      2.302585
last: 0.003802      2.302585
applications,: 0.003802      2.302585
providing: 0.007605      1.609438
than: 0.015209      1.203973
numbers,: 0.003802      2.302585
dive: 0.003802      2.302585
Most: 0.007605      1.609438
2D: 0.003802      2.302585
realistic: 0.003802      2.302585
efficient,: 0.003802      2.302585
uncertainty: 0.003802      2.302585
practices,: 0.003802      2.302585
immediately: 0.003802      2.302585
makes: 0.011407      1.203973
API: 0.007605      1.609438
such: 0.015209      1.203973
relevant: 0.007605      1.609438
them: 0.011407      1.609438
current: 0.003802      2.302585
2000s,: 0.003802      2.302585
produce: 0.007605      1.609438
outcomes: 0.003802      2.302585
images: 0.003802      2.302585
eight,: 0.003802      2.302585
say: 0.003802      2.302585
ability: 0.007605      1.609438
ingest: 0.003802      2.302585
created: 0.003802      2.302585
square: 0.003802      2.302585
usually: 0.007605      2.302585
expression: 0.015209      1.203973
debugging: 0.007605      2.302585
standard: 0.015209      1.203973
top: 0.007605      1.609438
host: 0.003802      2.302585
issues: 0.003802      2.302585
networks.: 0.007605      1.609438
network.: 0.003802      2.302585
mind:: 0.003802      2.302585
single-neuron: 0.003802      2.302585
Backpropagation: 0.003802      2.302585
compute: 0.007605      1.609438
writing: 0.003802      2.302585
gets: 0.003802      2.302585
(second: 0.003802      2.302585
numerically: 0.003802      2.302585
competing: 0.003802      2.302585
define-by-run: 0.007605      1.609438
evaluated.: 0.003802      2.302585
under: 0.003802      2.302585
greedily: 0.003802      2.302585
bottom: 0.003802      2.302585
incrementally.: 0.003802      2.302585
define: 0.003802      2.302585
Explosion–like: 0.003802      2.302585
unification.: 0.003802      2.302585
beta: 0.003802      2.302585
wrappers: 0.003802      2.302585
around: 0.003802      2.302585
(the: 0.003802      2.302585
mxnet,: 0.003802      2.302585
various: 0.003802      2.302585
dwindling: 0.003802      2.302585
batteries: 0.003802      2.302585
map: 0.003802      2.302585
C++-like: 0.003802      2.302585
them,: 0.003802      2.302585
Flask: 0.003802      2.302585
usability: 0.003802      2.302585
Both: 0.003802      2.302585
speedups: 0.003802      2.302585
argue: 0.003802      2.302585
correct:: 0.003802      2.302585
modeling,: 0.003802      2.302585
such,: 0.003802      2.302585
setup: 0.003802      2.302585
loads: 0.003802      2.302585
networks: 0.003802      2.302585
Basic: 0.003802      2.302585
source: 0.003802      2.302585
Dataset,: 0.003802      2.302585
Tensor.: 0.003802      2.302585
DataLoader,: 0.003802      2.302585
most: 0.011407      1.203973
NumPy: 0.007605      1.609438
features: 0.019011      1.203973
get: 0.015209      1.203973
(assuming: 0.003802      2.302585
combination: 0.003802      2.302585
loading,: 0.007605      1.609438
you: 0.034221      0.693147
we: 0.041825      0.356675
way: 0.007605      1.609438
equipping: 0.003802      2.302585
knowledge: 0.007605      1.609438
during: 0.007605      1.609438
decades: 0.003802      2.302585
book,: 0.007605      2.302585
on: 0.068441      0.693147
you’ll: 0.015209      1.203973
problems: 0.003802      2.302585
A: 0.003802      2.302585
preprint: 0.003802      2.302585
repository,: 0.003802      2.302585
https://arxiv.org.1: 0.003802      2.302585
Why: 0.003802      2.302585
playing: 0.003802      2.302585
objects: 0.003802      2.302585
so: 0.030418      0.693147
amounts: 0.003802      2.302585
trained: 0.007605      1.609438
some: 0.019011      0.916291
use,: 0.003802      2.302585
developers: 0.007605      1.609438
who: 0.007605      2.302585
calculating: 0.003802      2.302585
free: 0.003802      2.302585
exist: 0.003802      2.302585
where: 0.007605      1.609438
engineering.: 0.003802      2.302585
ones: 0.003802      2.302585
then: 0.011407      1.203973
iteratively: 0.003802      2.302585
extract: 0.003802      2.302585
fact: 0.007605      1.609438
led: 0.003802      2.302585
code.: 0.003802      2.302585
Instead,: 0.003802      2.302585
advantage: 0.007605      1.609438
exceptions: 0.003802      2.302585
between: 0.011407      1.203973
execution,: 0.003802      2.302585
teaching: 0.003802      2.302585
see: 0.011407      1.203973
neuron: 0.011407      2.302585
output: 0.011407      1.609438
trouble: 0.003802      2.302585
symbolic: 0.003802      2.302585
row.: 0.003802      2.302585
operation: 0.003802      2.302585
broken: 0.007605      2.302585
expressions,: 0.003802      2.302585
interconnection: 0.003802      2.302585
Automatic: 0.003802      2.302585
invoked: 0.003802      2.302585
represented: 0.003802      2.302585
mode,”: 0.003802      2.302585
increasing: 0.003802      2.302585
all: 0.011407      1.609438
wrappers,: 0.003802      2.302585
well.: 0.003802      2.302585
filled: 0.003802      2.302585
largely: 0.003802      2.302585
included: 0.003802      2.302585
already: 0.003802      2.302585
run: 0.011407      2.302585
GPUs.: 0.003802      2.302585
There: 0.003802      2.302585
wider: 0.003802      2.302585
GPU),: 0.003802      2.302585
tensor: 0.003802      2.302585
rendering,: 0.003802      2.302585
simulation,: 0.003802      2.302585
build: 0.007605      2.302585
modules: 0.003802      2.302585
components.: 0.003802      2.302585
functions: 0.003802      2.302585
might: 0.003802      2.302585
in: 0.182510      0.000000
has: 0.057034      0.356675
core: 0.011407      1.203973
structure,: 0.003802      2.302585
array: 0.003802      2.302585
running,: 0.003802      2.302585
or: 0.034221      0.510826
network: 0.019011      0.693147
extensive: 0.007605      1.609438
As: 0.015209      0.916291
programming,: 0.003802      2.302585
excellent: 0.003802      2.302585
usable: 0.003802      2.302585
contexts: 0.003802      2.302585
We: 0.019011      0.693147
Whether: 0.003802      2.302585
stress: 0.003802      2.302585
technical: 0.003802      2.302585
engineers,: 0.003802      2.302585
wide: 0.007605      1.609438
disciplines: 0.003802      2.302585
like.: 0.003802      2.302585
along: 0.003802      2.302585
us.: 0.003802      2.302585
space—specifically,: 0.003802      2.302585
using: 0.019011      0.916291
motivating: 0.003802      2.302585
focus: 0.007605      1.609438
solve: 0.011407      1.203973
as: 0.053232      0.223144
literature.: 0.003802      2.302585
games,: 0.003802      2.302585
cluttered: 0.003802      2.302585
exposing: 0.003802      2.302585
examples.: 0.003802      2.302585
are: 0.072243      0.223144
recommend: 0.003802      2.302585
researchers: 0.003802      2.302585
although: 0.003802      2.302585
automatic: 0.011407      1.203973
backward: 0.007605      1.609438
back: 0.003802      2.302585
systems: 0.003802      2.302585
Features: 0.003802      2.302585
algorithm,: 0.003802      2.302585
correct: 0.007605      2.302585
algorithm: 0.003802      2.302585
problem.: 0.003802      2.302585
handwritten: 0.003802      2.302585
digits,: 0.003802      2.302585
digit,: 0.003802      2.302585
Another: 0.003802      2.302585
loopy: 0.003802      2.302585
other: 0.019011      0.916291
by: 0.034221      0.693147
target: 0.003802      2.302585
basis: 0.003802      2.302585
these: 0.015209      1.203973
perspective.: 0.003802      2.302585
function: 0.007605      1.609438
b,: 0.003802      2.302585
compile: 0.003802      2.302585
(a: 0.003802      2.302585
operations): 0.003802      2.302585
pure: 0.003802      2.302585
math: 0.007605      1.609438
performance: 0.015209      1.203973
went: 0.003802      2.302585
intermediate: 0.003802      2.302585
they’re: 0.007605      1.609438
changed: 0.007605      1.609438
gradient: 0.007605      2.302585
respect: 0.007605      1.609438
1.2,: 0.003802      2.302585
node: 0.011407      1.609438
bolically: 0.003802      2.302585
TensorFlow,: 0.007605      1.609438
mode: 0.011407      2.302585
eagerly: 0.007605      2.302585
here: 0.003802      2.302585
inherently: 0.003802      2.302585
release: 0.007605      2.302585
2017: 0.003802      2.302585
exchange: 0.003802      2.302585
low-level: 0.003802      2.302585
libraries.: 0.003802      2.302585
Theano,: 0.007605      2.302585
precursor: 0.003802      2.302585
written: 0.003802      2.302585
deploying: 0.003802      2.302585
time,: 0.003802      2.302585
sufficient: 0.003802      2.302585
example.: 0.003802      2.302585
CPU: 0.007605      2.302585
(especially: 0.003802      2.302585
pay: 0.003802      2.302585
thing: 0.003802      2.302585
natively: 0.003802      2.302585
on.: 0.003802      2.302585
foremost: 0.003802      2.302585
Figure: 0.007605      2.302585
deploys: 0.003802      2.302585
located: 0.003802      2.302585
here.: 0.003802      2.302585
Utilities: 0.003802      2.302585
spawn: 0.003802      2.302585
soon: 0.003802      2.302585
Python: 0.045627      0.510826
years: 0.007605      1.609438
library’s: 0.007605      1.609438
broad: 0.003802      2.302585
architecture.: 0.003802      2.302585
software: 0.007605      1.609438
training,: 0.007605      1.609438
professional: 0.003802      2.302585
high-level: 0.022814      0.693147
also: 0.015209      1.203973
facilitate: 0.007605      1.609438
projects: 0.003802      2.302585
out: 0.007605      1.609438
floating-point: 0.003802      2.302585
dirty—It’ll: 0.003802      2.302585
huge: 0.003802      2.302585
public: 0.003802      2.302585
said,: 0.003802      2.302585
scenes—by: 0.003802      2.302585
flexible: 0.003802      2.302585
large: 0.007605      1.609438
times.: 0.003802      2.302585
decided: 0.003802      2.302585
because: 0.007605      1.609438
Many: 0.003802      2.302585
Pythonic,: 0.003802      2.302585
generally: 0.003802      2.302585
arrays,: 0.007605      1.609438
GPU: 0.007605      1.609438
user: 0.003802      2.302585
mostly: 0.003802      2.302585
arises.: 0.003802      2.302585
context: 0.003802      2.302585
fits: 0.003802      2.302585
engineering: 0.007605      2.302585
direction: 0.003802      2.302585
useful: 0.007605      2.302585
enclosed: 0.003802      2.302585
automatically,: 0.007605      1.609438
refined: 0.007605      1.609438
inject: 0.003802      2.302585
Often,: 0.003802      2.302585
graph: 0.064639      0.916291
basic: 0.003802      2.302585
lack: 0.003802      2.302585
Also,: 0.003802      2.302585
flow: 0.003802      2.302585
domain-specific: 0.003802      2.302585
immediate: 0.007605      1.609438
differ: 0.003802      2.302585
though: 0.003802      2.302585
Neurons: 0.003802      2.302585
b).: 0.003802      2.302585
explain: 0.003802      2.302585
desire),: 0.003802      2.302585
via: 0.007605      1.609438
things).: 0.003802      2.302585
compiled: 0.007605      1.609438
row),: 0.003802      2.302585
plugged: 0.003802      2.302585
(in: 0.007605      1.609438
nodes: 0.003802      2.302585
By: 0.003802      2.302585
half: 0.007605      2.302585
operations,: 0.003802      2.302585
graphs.: 0.003802      2.302585
distinct: 0.003802      2.302585
record: 0.003802      2.302585
improved: 0.003802      2.302585
discussed.: 0.003802      2.302585
era: 0.003802      2.302585
been: 0.003802      2.302585
time: 0.007605      1.609438
wrapping: 0.003802      2.302585
CNTK: 0.003802      2.302585
Chainer,: 0.003802      2.302585
behind: 0.003802      2.302585
ceased: 0.003802      2.302585
development.: 0.003802      2.302585
We’ve: 0.003802      2.302585
few: 0.007605      1.609438
Now: 0.003802      2.302585
Python,: 0.007605      2.302585
requirements: 0.003802      2.302585
scale,: 0.003802      2.302585
perfectly: 0.003802      2.302585
compared: 0.003802      2.302585
so,: 0.003802      2.302585
optimization,: 0.003802      2.302585
layers: 0.003802      2.302585
1.4.: 0.003802      2.302585
structure: 0.003802      2.302585
What: 0.003802      2.302585
is: 0.144487      0.105361
library: 0.022814      1.203973
programs: 0.003802      2.302585
to: 0.285171      0.000000
be: 0.106464      0.105361
approachability: 0.003802      2.302585
research: 0.011407      1.609438
since: 0.003802      2.302585
range: 0.011407      1.203973
Tensor,: 0.003802      2.302585
similarities: 0.003802      2.302585
with: 0.087452      0.105361
investigation: 0.003802      2.302585
work.: 0.003802      2.302585
decision: 0.003802      2.302585
pull: 0.003802      2.302585
if: 0.007605      1.609438
follow: 0.003802      2.302585
tiny: 0.003802      2.302585
part: 0.003802      2.302585
sets.: 0.003802      2.302585
identifying: 0.003802      2.302585
model: 0.034221      0.916291
adapted: 0.003802      2.302585
previously.: 0.003802      2.302585
class: 0.015209      1.203973
acceleration: 0.003802      2.302585
starting: 0.003802      2.302585
until: 0.003802      2.302585
provide: 0.003802      2.302585
landscape: 0.015209      1.609438
feature: 0.011407      2.302585
numerical: 0.003802      2.302585
classifier,: 0.003802      2.302585
data.: 0.007605      1.609438
example,: 0.011407      1.609438
zero,: 0.003802      2.302585
task: 0.003802      2.302585
successfully.: 0.003802      2.302585
would: 0.003802      2.302585
pairs: 0.003802      2.302585
learning;: 0.003802      2.302585
form: 0.015209      0.916291
operating: 0.003802      2.302585
better: 0.003802      2.302585
(such: 0.003802      2.302585
directly: 0.007605      1.609438
control:: 0.003802      2.302585
(Python: 0.003802      2.302585
specifically: 0.003802      2.302585
instead: 0.003802      2.302585
giving: 0.003802      2.302585
Understanding: 0.003802      2.302585
how: 0.003802      2.302585
types.: 0.003802      2.302585
block: 0.003802      2.302585
typical: 0.003802      2.302585
single: 0.003802      2.302585
+: 0.003802      2.302585
keep: 0.007605      1.609438
parameters: 0.007605      2.302585
tweak: 0.003802      2.302585
outputs.: 0.003802      2.302585
values: 0.003802      2.302585
major: 0.007605      1.609438
dynamic: 0.015209      2.302585
capa-: 0.003802      2.302585
supporting: 0.003802      2.302585
putting: 0.003802      2.302585
analogies: 0.003802      2.302585
0.1: 0.003802      2.302585
transition: 0.003802      2.302585
Dynet,: 0.003802      2.302585
PyTorch),: 0.003802      2.302585
followed,: 0.003802      2.302585
active: 0.003802      2.302585
components: 0.011407      1.609438
non-Python: 0.003802      2.302585
C.: 0.003802      2.302585
Depending: 0.003802      2.302585
case’s: 0.003802      2.302585
put: 0.003802      2.302585
integration: 0.003802      2.302585
results: 0.003802      2.302585
track: 0.003802      2.302585
we’d: 0.003802      2.302585
blocks: 0.003802      2.302585
1.4: 0.007605      2.302585
layers,: 0.007605      2.302585
convolutional: 0.003802      2.302585
These: 0.003802      2.302585
loop: 0.011407      2.302585
loop):: 0.003802      2.302585
model.: 0.003802      2.302585
of: 0.315589      0.000000
use: 0.034221      0.356675
adopters: 0.003802      2.302585
the: 0.528517      0.000000
many: 0.011407      1.203973
operations: 0.026616      0.693147
hardware: 0.007605      1.609438
should: 0.007605      2.302585
we’ll: 0.011407      1.203973
leave: 0.003802      2.302585
step: 0.007605      1.609438
toward: 0.007605      1.609438
backbone: 0.003802      2.302585
Willingness: 0.003802      2.302585
hands: 0.003802      2.302585
much: 0.007605      1.609438
easier: 0.003802      2.302585
image: 0.007605      1.609438
ground: 0.003802      2.302585
great: 0.003802      2.302585
resource: 0.003802      2.302585
publications: 0.003802      2.302585
at: 0.026616      0.510826
complicated: 0.007605      2.302585
strategy: 0.007605      1.609438
You: 0.007605      1.609438
take: 0.022814      0.916291
look: 0.007605      1.609438
its: 0.011407      1.609438
It’s: 0.003802      2.302585
familiar.: 0.003802      2.302585
computation: 0.030418      0.916291
gradients,: 0.003802      2.302585
fell: 0.003802      2.302585
category: 0.003802      2.302585
relied: 0.003802      2.302585
resulting: 0.007605      1.609438
representations: 0.019011      2.302585
you’d: 0.003802      2.302585
predict: 0.003802      2.302585
number: 0.003802      2.302585
twos.: 0.003802      2.302585
no: 0.007605      1.609438
however,: 0.007605      1.609438
change: 0.003802      2.302585
definition,: 0.003802      2.302585
byte: 0.003802      2.302585
static: 0.019011      1.203973
compiling: 0.003802      2.302585
code: 0.011407      1.203973
language: 0.007605      1.609438
differences: 0.003802      2.302585
deferred: 0.007605      1.609438
concepts: 0.007605      2.302585
here,: 0.003802      2.302585
understand: 0.003802      2.302585
numbers: 0.011407      2.302585
=: 0.003802      2.302585
x: 0.007605      2.302585
modes: 0.007605      1.609438
(to: 0.003802      2.302585
computing: 0.003802      2.302585
differentiation,: 0.003802      2.302585
One: 0.007605      1.609438
frameworks: 0.007605      1.609438
similar: 0.007605      2.302585
default: 0.003802      2.302585
1.3: 0.003802      2.302585
scripting: 0.003802      2.302585
goal: 0.003802      2.302585
formats: 0.003802      2.302585
were: 0.007605      2.302585
DL4J,: 0.003802      2.302585
Py: 0.003802      2.302585
reasons,: 0.003802      2.302585
CUDA3,: 0.003802      2.302585
massive: 0.007605      2.302585
motivations: 0.003802      2.302585
problems.: 0.003802      2.302585
shines: 0.003802      2.302585
core,: 0.003802      2.302585
parlance,: 0.003802      2.302585
Running: 0.003802      2.302585
doesn’t: 0.003802      2.302585
two.: 0.003802      2.302585
derivatives: 0.003802      2.302585
further: 0.003802      2.302585
having: 0.003802      2.302585
scientific: 0.003802      2.302585
trains: 0.003802      2.302585
torch.nn,: 0.003802      2.302585
functions,: 0.003802      2.302585
initialize: 0.003802      2.302585
untrained: 0.003802      2.302585
in),: 0.003802      2.302585
standardized: 0.003802      2.302585
it’s: 0.003802      2.302585
for: 0.125475      0.000000
flexibility: 0.007605      1.609438
ease: 0.007605      1.609438
release,: 0.003802      2.302585
applications.: 0.007605      1.609438
foundation,: 0.003802      2.302585
up: 0.019011      1.203973
Tensors: 0.003802      2.302585
appropriate: 0.003802      2.302585
an: 0.038023      0.510826
will: 0.011407      1.203973
To: 0.019011      0.693147
not: 0.011407      1.203973
going: 0.003802      2.302585
punches: 0.003802      2.302585
one:: 0.003802      2.302585
Deep: 0.007605      1.609438
explore: 0.003802      2.302585
pop: 0.003802      2.302585
we’ve: 0.003802      2.302585
machine: 0.007605      1.609438
translation,: 0.003802      2.302585
learn,: 0.003802      2.302585
users: 0.003802      2.302585
suitable: 0.003802      2.302585
automatically: 0.007605      1.609438
learning”: 0.003802      2.302585
downstream: 0.003802      2.302585
estimate: 0.003802      2.302585
classifier: 0.003802      2.302585
could: 0.011407      1.609438
deals: 0.003802      2.302585
raw: 0.003802      2.302585
isn’t: 0.003802      2.302585
system.: 0.003802      2.302585
handcrafting: 0.003802      2.302585
libraries: 0.015209      0.916291
adding,: 0.003802      2.302585
point: 0.003802      2.302585
another: 0.003802      2.302585
about: 0.003802      2.302585
visibility: 0.003802      2.302585
mix: 0.003802      2.302585
case).: 0.003802      2.302585
terminology: 0.003802      2.302585
deferred-execution: 0.007605      1.609438
together: 0.003802      2.302585
*: 0.003802      2.302585
computation.: 0.003802      2.302585
assign: 0.003802      2.302585
error: 0.003802      2.302585
requires: 0.003802      2.302585
(among: 0.003802      2.302585
saving: 0.003802      2.302585
calculations: 0.007605      1.609438
row): 0.003802      2.302585
stored: 0.003802      2.302585
row).: 0.003802      2.302585
uses: 0.003802      2.302585
running: 0.003802      2.302585
encountered.: 0.003802      2.302585
program: 0.003802      2.302585
advance: 0.003802      2.302585
computations.: 0.003802      2.302585
does: 0.003802      2.302585
according: 0.003802      2.302585
preceding: 0.003802      2.302585
nodes,: 0.003802      2.302585
without: 0.003802      2.302585
1.0: 0.003802      2.302585
production.: 0.015209      1.203973
“eager: 0.003802      2.302585
quickly: 0.003802      2.302585
others: 0.003802      2.302585
niches: 0.003802      2.302585
adoption: 0.003802      2.302585
filling: 0.003802      2.302585
lot: 0.007605      1.609438
it.: 0.007605      1.609438
mental: 0.003802      2.302585
module.: 0.003802      2.302585
you’re: 0.003802      2.302585
call: 0.003802      2.302585
performed: 0.003802      2.302585
backpropagation.: 0.003802      2.302585
library,: 0.007605      1.609438
likely: 0.003802      2.302585
creative: 0.003802      2.302585
But: 0.003802      2.302585
architectural: 0.003802      2.302585
production: 0.003802      2.302585
(besides: 0.003802      2.302585
torch.util.data.: 0.003802      2.302585
Dataset: 0.003802      2.302585
facilitates: 0.003802      2.302585
expressed: 0.003802      2.302585
early: 0.003802      2.302585
it: 0.045627      0.510826
grown: 0.003802      2.302585
provides: 0.019011      1.203973
make: 0.003802      2.302585
easy: 0.011407      1.609438
project: 0.003802      2.302585
new: 0.022814      0.916291
neural: 0.030418      0.510826
processes: 0.007605      1.609438
efficient: 0.003802      2.302585
introduction: 0.011407      1.203973
