2019-11-23 00:15:37.182231
 + Exec time : 25.539378881454468
 + number of files : 15
    tf            idf
pretend: 0.006452      2.708050
context: 0.006452      2.708050
fits: 0.006452      2.708050
zero,: 0.006452      2.708050
hand,: 0.006452      2.708050
by: 0.109677      0.510826
recorded: 0.006452      2.708050
byte: 0.006452      2.708050
standard: 0.038710      1.098612
implemented: 0.006452      2.708050
among: 0.006452      2.708050
deferred-execution: 0.012903      2.014903
strung: 0.006452      2.708050
keep: 0.012903      2.014903
differentiation: 0.012903      2.014903
bolically: 0.006452      2.708050
fifth: 0.006452      2.708050
Graph: 0.006452      2.708050
1.0.: 0.006452      2.708050
greedily: 0.006452      2.708050
interconnection: 0.006452      2.708050
still: 0.006452      2.708050
without: 0.006452      2.708050
through: 0.025806      1.321756
production.: 0.025806      1.609438
mode,”: 0.006452      2.708050
flawed,: 0.006452      2.708050
seems: 0.006452      2.708050
marked: 0.006452      2.708050
libraries,: 0.006452      2.708050
consolidation: 0.006452      2.708050
Lasagne: 0.006452      2.708050
various: 0.012903      2.014903
main: 0.019355      2.014903
lot: 0.012903      2.014903
reliable: 0.006452      2.708050
time,: 0.006452      2.708050
Depending: 0.006452      2.708050
scale,: 0.006452      2.708050
wider: 0.012903      2.014903
mental: 0.006452      2.708050
require: 0.019355      2.014903
thing: 0.006452      2.708050
track: 0.006452      2.708050
modules: 0.006452      2.708050
might: 0.006452      2.708050
specified: 0.006452      2.708050
implementation.: 0.012903      2.708050
cost: 0.019355      2.708050
implementation: 0.006452      2.708050
TorchScript,: 0.006452      2.708050
capabilities: 0.012903      2.014903
recent: 0.006452      2.708050
retraining: 0.006452      2.708050
quota.: 0.006452      2.708050
Linux: 0.006452      2.708050
whenever: 0.006452      2.708050
information,: 0.006452      2.708050
please: 0.006452      2.708050
variety: 0.006452      2.708050
working.: 0.006452      2.708050
kernel,: 0.012903      2.708050
rendered: 0.006452      2.708050
maintains: 0.006452      2.708050
menu: 0.006452      2.708050
evaluations,: 0.006452      2.708050
interactive: 0.006452      2.708050
questions,: 0.006452      2.708050
powerful: 0.006452      2.708050
fit: 0.006452      2.708050
facilitates: 0.006452      2.708050
use: 0.077419      0.405465
laundry: 0.006452      2.708050
Tensors: 0.006452      2.708050
processes: 0.012903      2.014903
Though: 0.006452      2.708050
we: 0.090323      0.510826
accessible: 0.006452      2.708050
than: 0.032258      1.321756
this: 0.103226      0.310155
programming: 0.006452      2.708050
examples: 0.019355      1.609438
allow: 0.012903      2.014903
at: 0.058065      0.628609
specific: 0.019355      1.609438
amounts: 0.006452      2.708050
look: 0.012903      2.014903
debug.: 0.006452      2.708050
although: 0.006452      2.708050
starting: 0.012903      2.014903
Until: 0.006452      2.708050
late: 0.006452      2.708050
2000s,: 0.006452      2.708050
“machine: 0.006452      2.708050
classifier,: 0.006452      2.708050
representations: 0.032258      2.708050
filters: 0.012903      2.708050
direction: 0.006452      2.708050
edge: 0.006452      2.708050
useful: 0.012903      2.708050
automatically,: 0.012903      2.014903
refined: 0.012903      2.014903
basis: 0.012903      2.014903
powerful.: 0.006452      2.708050
handcrafting: 0.006452      2.708050
these: 0.032258      1.321756
created: 0.012903      2.014903
adding,: 0.006452      2.708050
square: 0.006452      2.708050
expression: 0.025806      1.609438
basic: 0.006452      2.708050
math: 0.012903      2.014903
understand: 0.006452      2.708050
execution: 0.038710      1.609438
fundamental: 0.012903      2.014903
row: 0.006452      2.708050
mind:: 0.006452      2.708050
output: 0.025806      1.609438
writing: 0.006452      2.708050
row): 0.006452      2.708050
case,: 0.019355      1.609438
w,: 0.006452      2.708050
similar: 0.012903      2.708050
default: 0.012903      2.014903
sports: 0.006452      2.708050
expressions,: 0.006452      2.708050
January: 0.006452      2.708050
low-level: 0.006452      2.708050
around: 0.006452      2.708050
adoption: 0.006452      2.708050
C++: 0.019355      2.014903
physics,: 0.006452      2.708050
needed: 0.012903      2.708050
networks: 0.012903      2.014903
layers: 0.006452      2.708050
functions: 0.006452      2.708050
project,: 0.006452      2.708050
acts: 0.006452      2.708050
minute,: 0.006452      2.708050
completing: 0.006452      2.708050
full: 0.012903      2.014903
individually,: 0.006452      2.708050
sets: 0.006452      2.708050
equipped: 0.012903      2.014903
University: 0.006452      2.708050
(OS).: 0.006452      2.708050
Windows: 0.012903      2.708050
possible: 0.006452      2.708050
install: 0.012903      2.708050
course,: 0.006452      2.708050
preferred: 0.006452      2.708050
development: 0.006452      2.708050
state: 0.006452      2.708050
ask: 0.006452      2.708050
friction: 0.006452      2.708050
emphasizes: 0.006452      2.708050
since: 0.006452      2.708050
data: 0.135484      0.628609
list: 0.019355      1.609438
built: 0.025806      1.609438
get: 0.025806      1.609438
usable: 0.006452      2.708050
contexts: 0.006452      2.708050
also: 0.032258      1.321756
going: 0.025806      1.609438
like.: 0.006452      2.708050
your: 0.058065      0.916291
much: 0.012903      2.014903
Deep: 0.012903      2.014903
problems: 0.006452      2.708050
tasks—such: 0.006452      2.708050
translation,: 0.006452      2.708050
cluttered: 0.006452      2.708050
so: 0.064516      0.916291
flexible: 0.006452      2.708050
reasons: 0.006452      2.708050
because: 0.012903      2.014903
learn,: 0.006452      2.708050
practices,: 0.006452      2.708050
GPU: 0.032258      1.321756
forward: 0.006452      2.708050
those: 0.045161      0.916291
exist: 0.006452      2.708050
fell: 0.006452      2.708050
numerical: 0.006452      2.708050
Feature: 0.006452      2.708050
problem.: 0.006452      2.708050
you’d: 0.006452      2.708050
edges: 0.006452      2.708050
digit,: 0.006452      2.708050
loopy: 0.006452      2.708050
data,: 0.038710      1.609438
often: 0.019355      1.609438
better: 0.006452      2.708050
technologies,: 0.006452      2.708050
fact: 0.012903      2.014903
Often: 0.006452      2.708050
libraries: 0.025806      1.321756
about: 0.012903      2.014903
well: 0.006452      2.708050
flow: 0.006452      2.708050
won’t: 0.006452      2.708050
lays: 0.006452      2.708050
parameters: 0.025806      2.014903
desire),: 0.006452      2.708050
backpropagation: 0.006452      2.708050
saving: 0.006452      2.708050
node: 0.019355      2.014903
(second: 0.006452      2.708050
differentiation,: 0.006452      2.708050
traverses: 0.006452      2.708050
row.: 0.006452      2.708050
By: 0.012903      2.014903
running: 0.045161      1.098612
encountered.: 0.006452      2.708050
achieved: 0.006452      2.708050
outputs: 0.006452      2.708050
converging: 0.006452      2.708050
API,: 0.012903      2.014903
wrappers,: 0.006452      2.708050
beta: 0.006452      2.708050
Torch: 0.006452      2.708050
roughly: 0.006452      2.708050
map: 0.006452      2.708050
ways: 0.019355      2.014903
pure-Python: 0.006452      2.708050
viable: 0.006452      2.708050
core,: 0.006452      2.708050
called: 0.006452      2.708050
tensors: 0.032258      2.708050
Both: 0.006452      2.708050
two.: 0.006452      2.708050
argue: 0.012903      2.014903
on.: 0.006452      2.708050
being: 0.019355      1.609438
located: 0.006452      2.708050
structure: 0.006452      2.708050
whatever: 0.006452      2.708050
soon: 0.006452      2.708050
simplest: 0.006452      2.708050
common,: 0.006452      2.708050
torch.distributed: 0.006452      2.708050
bypass: 0.006452      2.708050
gives: 0.006452      2.708050
Hardware: 0.006452      2.708050
least: 0.006452      2.708050
faster).: 0.006452      2.708050
Taken: 0.006452      2.708050
If: 0.012903      2.014903
Otherwise,: 0.006452      2.708050
preinstalled,: 0.006452      2.708050
supported: 0.006452      2.708050
avoid: 0.006452      2.708050
OS;: 0.006452      2.708050
website.5: 0.006452      2.708050
Miniconda.: 0.006452      2.708050
environments.: 0.006452      2.708050
restarted.: 0.006452      2.708050
box: 0.006452      2.708050
important: 0.006452      2.708050
cognitive: 0.006452      2.708050
in: 0.361290      0.068993
years: 0.012903      2.014903
prominent: 0.006452      2.708050
provides: 0.045161      1.321756
was: 0.006452      2.708050
design: 0.006452      2.708050
network: 0.051613      0.916291
(assuming: 0.006452      2.708050
worker: 0.006452      2.708050
we’ll: 0.019355      1.609438
exposing: 0.006452      2.708050
do: 0.006452      2.708050
efficient,: 0.006452      2.708050
additional: 0.019355      1.609438
until: 0.012903      2.014903
arises.: 0.006452      2.708050
algorithm,: 0.006452      2.708050
engineering: 0.012903      2.708050
tell: 0.006452      2.708050
digits,: 0.006452      2.708050
deals: 0.006452      2.708050
entity: 0.006452      2.708050
disruptive: 0.006452      2.708050
issues: 0.006452      2.708050
networks.: 0.012903      2.014903
concepts: 0.012903      2.708050
groundwork: 0.006452      2.708050
block: 0.006452      2.708050
b: 0.006452      2.708050
needed.: 0.006452      2.708050
One: 0.012903      2.014903
execution.: 0.006452      2.708050
engine.: 0.006452      2.708050
incrementally.: 0.006452      2.708050
conditions: 0.012903      2.708050
record: 0.006452      2.708050
goal: 0.006452      2.708050
competitive: 0.006452      2.708050
others: 0.006452      2.708050
followed,: 0.006452      2.708050
consolidated: 0.006452      2.708050
active: 0.006452      2.708050
put: 0.006452      2.708050
perfectly: 0.006452      2.708050
example.: 0.006452      2.708050
compared: 0.006452      2.708050
optimization,: 0.006452      2.708050
modeling,: 0.006452      2.708050
creative: 0.006452      2.708050
scientific: 0.006452      2.708050
foremost: 0.006452      2.708050
loss: 0.006452      2.708050
center: 0.006452      2.708050
loading: 0.006452      2.708050
Tensor.: 0.006452      2.708050
multiple: 0.032258      1.609438
(eager: 0.006452      2.708050
typically: 0.012903      2.014903
think: 0.012903      2.014903
sequences: 0.006452      2.708050
laptop: 0.012903      2.708050
suggest: 0.019355      2.014903
cuts: 0.006452      2.708050
40: 0.006452      2.708050
hours: 0.006452      2.708050
Stanford: 0.006452      2.708050
2018.: 0.006452      2.708050
options,: 0.006452      2.708050
verified: 0.006452      2.708050
making: 0.006452      2.708050
page: 0.012903      2.708050
cells: 0.012903      2.708050
value: 0.006452      2.708050
below: 0.006452      2.708050
cells,: 0.006452      2.708050
directory: 0.006452      2.708050
depends: 0.006452      2.708050
details: 0.006452      2.708050
everyone.: 0.012903      2.708050
different: 0.006452      2.708050
be: 0.238710      0.143101
the: 1.309677      0.000000
most: 0.032258      1.321756
appropriate: 0.006452      2.708050
software: 0.012903      2.014903
acquisition: 0.006452      2.708050
follow: 0.012903      2.014903
covering: 0.012903      2.708050
focus: 0.019355      1.609438
PyTorch,: 0.006452      2.708050
https://arxiv.org.1: 0.006452      2.708050
said,: 0.006452      2.708050
objects: 0.006452      2.708050
illustrative: 0.006452      2.708050
over: 0.032258      1.098612
You: 0.045161      0.916291
previously.: 0.006452      2.708050
expression.: 0.012903      2.014903
user: 0.006452      2.708050
classifier: 0.006452      2.708050
number: 0.006452      2.708050
system.: 0.006452      2.708050
usually: 0.019355      2.014903
languages: 0.006452      2.708050
between: 0.019355      1.609438
execution,: 0.012903      2.014903
tanh(w: 0.006452      2.708050
x: 0.012903      2.708050
each: 0.012903      2.708050
requires: 0.006452      2.708050
respect: 0.012903      2.014903
numerically: 0.006452      2.708050
row).: 0.006452      2.708050
competing: 0.006452      2.708050
evaluated.: 0.006452      2.708050
program: 0.006452      2.708050
traversing: 0.006452      2.708050
distinct: 0.006452      2.708050
approaches.: 0.006452      2.708050
gained: 0.019355      2.014903
“eager: 0.006452      2.708050
era: 0.006452      2.708050
well.: 0.006452      2.708050
dwindling: 0.006452      2.708050
ceased: 0.006452      2.708050
First,: 0.006452      2.708050
case’s: 0.006452      2.708050
torch: 0.006452      2.708050
derivatives: 0.006452      2.708050
having: 0.006452      2.708050
tensor: 0.012903      2.014903
build: 0.012903      2.708050
1.4: 0.012903      2.708050
setup: 0.006452      2.708050
optimizer: 0.006452      2.708050
Utilities: 0.006452      2.708050
handling: 0.006452      2.708050
torch.util.data.: 0.006452      2.708050
standardized: 0.006452      2.708050
load: 0.006452      2.708050
Dataset: 0.006452      2.708050
required: 0.012903      2.014903
immediately.: 0.006452      2.708050
interpreter: 0.006452      2.708050
transform: 0.006452      2.708050
hardware.: 0.006452      2.708050
order: 0.006452      2.708050
aimed: 0.006452      2.708050
GPU-enabled: 0.006452      2.708050
macOS: 0.012903      2.708050
Anaconda: 0.006452      2.708050
Linux,: 0.006452      2.708050
memory: 0.006452      2.708050
terminated: 0.006452      2.708050
plots.: 0.006452      2.708050
repository: 0.006452      2.708050
new: 0.058065      0.916291
accelerate: 0.006452      2.708050
providing: 0.019355      1.609438
way: 0.019355      1.609438
facilitate: 0.012903      2.014903
generation: 0.006452      2.708050
working: 0.012903      2.014903
knowledge: 0.012903      2.014903
backbone: 0.006452      2.708050
dirty—It’ll: 0.006452      2.708050
complicated: 0.012903      2.708050
occur: 0.006452      2.708050
decided: 0.006452      2.708050
recommend: 0.006452      2.708050
It’s: 0.012903      2.014903
class: 0.025806      1.609438
suitable: 0.006452      2.708050
backward: 0.012903      2.014903
pass: 0.006452      2.708050
feature: 0.019355      2.708050
Features: 0.006452      2.708050
transformations: 0.006452      2.708050
correct: 0.012903      2.708050
fed: 0.006452      2.708050
algorithm: 0.006452      2.708050
estimate: 0.006452      2.708050
looking: 0.006452      2.708050
inject: 0.006452      2.708050
form: 0.032258      1.098612
code.: 0.019355      1.609438
(such: 0.006452      2.708050
difficult,: 0.006452      2.708050
visibility: 0.006452      2.708050
depth: 0.006452      2.708050
instead: 0.006452      2.708050
Understanding: 0.006452      2.708050
though: 0.012903      2.014903
Neurons: 0.006452      2.708050
figure: 0.032258      1.609438
=: 0.006452      2.708050
via: 0.012903      2.014903
1.2,: 0.006452      2.708050
compiled: 0.012903      2.014903
evaluated: 0.019355      1.609438
multiplies: 0.006452      2.708050
gradients: 0.006452      2.708050
(fourth: 0.006452      2.708050
major: 0.012903      2.014903
TensorFlow,: 0.012903      2.014903
uses: 0.006452      2.708050
kind: 0.006452      2.708050
1.3: 0.006452      2.708050
computations.: 0.006452      2.708050
Automatic: 0.006452      2.708050
Explosion–like: 0.006452      2.708050
unification.: 0.006452      2.708050
lately: 0.006452      2.708050
niches: 0.006452      2.708050
hinted: 0.006452      2.708050
Now: 0.006452      2.708050
massive: 0.012903      2.708050
models,: 0.006452      2.708050
them,: 0.006452      2.708050
term: 0.006452      2.708050
integration: 0.006452      2.708050
CPU: 0.019355      2.014903
performed: 0.006452      2.708050
further: 0.012903      2.014903
likely: 0.006452      2.708050
But: 0.012903      2.014903
convolutional: 0.006452      2.708050
it’s: 0.025806      1.321756
ready: 0.012903      2.014903
1070: 0.006452      2.708050
mandatory: 0.006452      2.708050
scratch: 0.006452      2.708050
clusters: 0.006452      2.708050
cloud: 0.019355      2.708050
support: 0.012903      2.708050
systems,: 0.006452      2.708050
cell,: 0.006452      2.708050
read: 0.006452      2.708050
looks: 0.006452      2.708050
overhead,: 0.006452      2.708050
Use: 0.006452      2.708050
deep: 0.161290      0.405465
found: 0.019355      2.014903
adopters: 0.006452      2.708050
library’s: 0.012903      2.014903
core: 0.019355      1.609438
extensive: 0.012903      2.014903
on: 0.283871      0.405465
numbers,: 0.006452      2.708050
if: 0.025806      1.609438
we’ve: 0.006452      2.708050
strategy: 0.012903      2.014903
can: 0.193548      0.510826
problem: 0.006452      2.708050
inputs.: 0.006452      2.708050
find: 0.012903      2.014903
automatically: 0.012903      2.014903
mostly: 0.006452      2.708050
outcomes: 0.006452      2.708050
original: 0.006452      2.708050
come: 0.012903      2.708050
ones: 0.006452      2.708050
handwritten: 0.006452      2.708050
given: 0.012903      2.014903
holes: 0.006452      2.708050
target: 0.006452      2.708050
place: 0.012903      2.014903
function: 0.012903      2.014903
taking: 0.006452      2.708050
(a: 0.006452      2.708050
debugging: 0.012903      2.708050
intermediate: 0.006452      2.708050
top: 0.012903      2.014903
frameworks,: 0.012903      2.014903
see: 0.032258      1.098612
o: 0.006452      2.708050
explain: 0.006452      2.708050
figures,: 0.006452      2.708050
compute: 0.019355      1.609438
outputs.: 0.006452      2.708050
plugged: 0.006452      2.708050
calculation: 0.006452      2.708050
construction: 0.006452      2.708050
graphs.: 0.006452      2.708050
represented: 0.006452      2.708050
language,: 0.006452      2.708050
increasing: 0.006452      2.708050
all: 0.019355      2.014903
release: 0.019355      2.014903
transition: 0.006452      2.708050
exchange: 0.006452      2.708050
libraries.: 0.006452      2.708050
Keras: 0.012903      2.708050
ecosystem.: 0.012903      2.014903
filling: 0.006452      2.708050
Py: 0.006452      2.708050
Python,: 0.019355      2.014903
non-Python: 0.006452      2.708050
NVIDIA: 0.019355      2.014903
There: 0.006452      2.708050
Indeed,: 0.006452      2.708050
provided: 0.012903      2.708050
second: 0.012903      2.014903
components.: 0.006452      2.708050
functions,: 0.006452      2.708050
adapt: 0.006452      2.708050
want: 0.006452      2.708050
machines: 0.012903      2.014903
torch.nn.DataParallel: 0.006452      2.708050
employed: 0.006452      2.708050
resemble: 0.006452      2.708050
side,: 0.006452      2.708050
offer: 0.012903      2.014903
virtual: 0.006452      2.708050
pretrained: 0.012903      2.708050
unit: 0.012903      2.014903
error.: 0.006452      2.708050
reduced: 0.006452      2.708050
setups: 0.006452      2.708050
prohibitive: 0.006452      2.708050
benchmarks: 0.006452      2.708050
great.: 0.006452      2.708050
checking: 0.006452      2.708050
system: 0.012903      2.014903
CUDA,: 0.006452      2.708050
assuming: 0.006452      2.708050
scripts’: 0.006452      2.708050
Notebook.: 0.006452      2.708050
Other: 0.006452      2.708050
Notebooks: 0.025806      2.014903
example: 0.006452      2.708050
variables: 0.012903      2.708050
evaluation: 0.006452      2.708050
evaluate: 0.006452      2.708050
(by: 0.006452      2.708050
pressing: 0.006452      2.708050
up,: 0.006452      2.708050
files.: 0.006452      2.708050
ideas: 0.006452      2.708050
What: 0.006452      2.708050
PyTorch?: 0.012903      2.014903
library: 0.045161      1.321756
learning: 0.167742      0.405465
of: 0.722581      0.000000
research: 0.019355      2.014903
Tensor,: 0.006452      2.708050
arrays.: 0.006452      2.708050
foundation,: 0.006452      2.708050
hardware: 0.045161      1.321756
an: 0.096774      0.510826
excellent: 0.006452      2.708050
introduction: 0.019355      1.609438
decision: 0.006452      2.708050
technical: 0.006452      2.708050
during: 0.032258      1.098612
decades: 0.006452      2.708050
two: 0.019355      1.609438
floating-point: 0.006452      2.708050
space—specifically,: 0.006452      2.708050
using: 0.045161      1.098612
ArXiV: 0.006452      2.708050
machine: 0.025806      1.321756
are: 0.180645      0.143101
presence: 0.006452      2.708050
why: 0.006452      2.708050
Tensor: 0.012903      2.708050
acceleration: 0.006452      2.708050
free: 0.025806      1.609438
them: 0.019355      2.014903
revolution: 0.006452      2.708050
provide: 0.006452      2.708050
landscape: 0.025806      2.014903
broader: 0.006452      2.708050
distribution: 0.006452      2.708050
Another: 0.006452      2.708050
would: 0.012903      2.014903
learning;: 0.006452      2.708050
however,: 0.025806      1.321756
definition,: 0.006452      2.708050
b,: 0.006452      2.708050
reasons).: 0.006452      2.708050
exceptions: 0.006452      2.708050
host: 0.006452      2.708050
case).: 0.006452      2.708050
numbers: 0.019355      2.708050
modes: 0.012903      2.014903
single-neuron: 0.006452      2.708050
(to: 0.006452      2.708050
trouble: 0.006452      2.708050
when: 0.012903      2.014903
stored: 0.006452      2.708050
TensorFlow: 0.032258      2.014903
behind-thescenes: 0.006452      2.708050
operations,: 0.006452      2.708050
operation.: 0.006452      2.708050
putting: 0.006452      2.708050
2017: 0.006452      2.708050
Theano,: 0.012903      2.708050
components: 0.019355      2.014903
shines: 0.006452      2.708050
pay: 0.006452      2.708050
blocks: 0.006452      2.708050
Figure: 0.012903      2.708050
deploys: 0.006452      2.708050
Fully: 0.006452      2.708050
activation: 0.006452      2.708050
initialize: 0.006452      2.708050
Basic: 0.006452      2.708050
bridge: 0.006452      2.708050
earlier,: 0.006452      2.708050
process: 0.012903      2.014903
runtime,: 0.006452      2.708050
incurring: 0.006452      2.708050
computer.: 0.006452      2.708050
laptop.: 0.006452      2.708050
adjusted: 0.006452      2.708050
magnitude: 0.006452      2.708050
parameter: 0.006452      2.708050
involves: 0.006452      2.708050
large,: 0.006452      2.708050
execute: 0.006452      2.708050
send: 0.006452      2.708050
page.: 0.006452      2.708050
code,: 0.012903      2.708050
everything: 0.006452      2.708050
feel: 0.006452      2.708050
investigating: 0.006452      2.708050
a: 0.716129      0.000000
that: 0.335484      0.000000
has: 0.116129      0.405465
structure,: 0.006452      2.708050
many: 0.032258      1.098612
packages: 0.019355      2.014903
functions.: 0.006452      2.708050
As: 0.038710      1.098612
tool: 0.006452      2.708050
Whether: 0.006452      2.708050
Some: 0.006452      2.708050
pull: 0.006452      2.708050
you’ll: 0.032258      1.321756
hands: 0.006452      2.708050
learn: 0.006452      2.708050
Most: 0.012903      2.014903
processing: 0.012903      2.014903
great: 0.006452      2.708050
scenes—by: 0.006452      2.708050
PyTorch.: 0.038710      1.321756
extend,: 0.006452      2.708050
who: 0.012903      2.708050
NumPy,: 0.006452      2.708050
makes: 0.019355      1.609438
such: 0.064516      0.762140
don’t: 0.025806      1.609438
then: 0.019355      1.609438
handcrafted!: 0.006452      2.708050
compiling: 0.006452      2.708050
directly: 0.012903      2.014903
wrong: 0.006452      2.708050
Also,: 0.006452      2.708050
domain-specific: 0.006452      2.708050
Next,: 0.012903      2.014903
how: 0.012903      2.014903
b).: 0.006452      2.708050
matches: 0.006452      2.708050
calculations: 0.019355      1.609438
symbolic: 0.006452      2.708050
contrast,: 0.006452      2.708050
advance: 0.006452      2.708050
precompiled: 0.012903      2.014903
Theano: 0.006452      2.708050
Dynet,: 0.006452      2.708050
largely: 0.006452      2.708050
few: 0.019355      1.609438
written: 0.006452      2.708050
parallelism: 0.006452      2.708050
Running: 0.012903      2.014903
so,: 0.006452      2.708050
model,: 0.012903      2.708050
torch.nn,: 0.006452      2.708050
architectural: 0.006452      2.708050
deployment: 0.012903      2.014903
classes: 0.006452      2.708050
custom: 0.006452      2.708050
DataLoader,: 0.006452      2.708050
spawn: 0.006452      2.708050
GPUs: 0.019355      2.014903
their: 0.012903      2.014903
Whenever: 0.006452      2.708050
calling: 0.012903      2.708050
up.: 0.006452      2.708050
Using: 0.012903      2.014903
serialize: 0.006452      2.708050
costs: 0.012903      2.014903
fused: 0.006452      2.708050
Even: 0.006452      2.708050
specialize: 0.006452      2.708050
clear:: 0.006452      2.708050
around,: 0.006452      2.708050
workable: 0.006452      2.708050
Pip: 0.006452      2.708050
that’s: 0.012903      2.014903
Notebook: 0.006452      2.708050
notebook: 0.032258      2.014903
add: 0.006452      2.708050
earlier: 0.006452      2.708050
cells.: 0.006452      2.708050
cell: 0.012903      2.708050
text: 0.006452      2.708050
beautiful: 0.006452      2.708050
Jupyter.: 0.006452      2.708050
starts,: 0.006452      2.708050
pops: 0.006452      2.708050
listings: 0.006452      2.708050
programs: 0.006452      2.708050
mathematical: 0.025806      1.321756
professional: 0.006452      2.708050
stress: 0.006452      2.708050
skills.: 0.006452      2.708050
projects: 0.006452      2.708050
Willingness: 0.006452      2.708050
dive: 0.006452      2.708050
huge: 0.006452      2.708050
3D: 0.006452      2.708050
as: 0.154839      0.223144
publications: 0.006452      2.708050
public: 0.006452      2.708050
carry: 0.006452      2.708050
model: 0.096774      1.098612
large: 0.019355      1.609438
correctly: 0.006452      2.708050
take: 0.045161      1.098612
researchers: 0.006452      2.708050
use,: 0.006452      2.708050
(like: 0.006452      2.708050
domain): 0.006452      2.708050
feels: 0.012903      2.708050
arrays,: 0.012903      2.014903
engineering.: 0.006452      2.708050
example,: 0.019355      2.014903
eight,: 0.006452      2.708050
twos.: 0.006452      2.708050
extract: 0.006452      2.708050
perspective.: 0.006452      2.708050
point: 0.006452      2.708050
lack: 0.006452      2.708050
language: 0.012903      2.014903
here,: 0.006452      2.708050
network.: 0.006452      2.708050
weights: 0.025806      2.708050
update: 0.006452      2.708050
inputs: 0.012903      2.014903
Then: 0.006452      2.708050
evaluated,: 0.006452      2.708050
backward,: 0.006452      2.708050
discussed.: 0.006452      2.708050
0.1: 0.006452      2.708050
proliferation: 0.006452      2.708050
premiere: 0.006452      2.708050
PyTorch),: 0.006452      2.708050
run: 0.045161      1.098612
deploying: 0.006452      2.708050
interact: 0.012903      2.014903
problems.: 0.006452      2.708050
analytically: 0.006452      2.708050
1.4.: 0.006452      2.708050
things: 0.012903      2.014903
source: 0.012903      2.014903
in),: 0.006452      2.708050
leverage: 0.006452      2.708050
answers: 0.006452      2.708050
involving: 0.006452      2.708050
carried: 0.006452      2.708050
tensors,: 0.006452      2.708050
limited: 0.006452      2.708050
Just: 0.006452      2.708050
more-advanced: 0.006452      2.708050
GTX: 0.006452      2.708050
